6.530235859386269e-31,2.9907613575880216e-30,6.827171266227717e-30,1.2447080429450468e-29,1.904674438748789e-29,2.6245232112992356e-29,3.434305328824744e-29,4.276940912017053e-29,5.219209212787344e-29,6.305539545266671e-29,2.783473688158888e-28,6.08272186355671e-28,1.0009424008671566e-27,1.6854209991904934e-27,2.3673509469169647e-27,3.0411028608734566e-27,3.4950607013957834e-27,4.2208225047350175e-27,5.4160710489439426e-27,-1.1280938459376754e-26,-2.73485756819264e-26,-9.403705498722197e-26,-1.1541533199405122e-25,-1.1778846726789856e-25,-1.5962656202004532e-25,-2.0447623312212807e-25,-7.278209744345325e-26,6.893253806490629e-26,2.130889821352001e-24,1.8688370725758403e-23,3.6769728796607975e-23,6.837014111885645e-23,1.0417246955836149e-22,1.4643925843789888e-22,2.0708237292666742e-22,2.367632219338632e-22
6.530235859386269e-31,2.9907613575880216e-30,6.827171266227717e-30,1.2447080429450468e-29,1.904674438748789e-29,2.6245232112992356e-29,3.434305328824744e-29,4.276940912017053e-29,5.219209212787344e-29,6.305539545266671e-29,2.783473688158888e-28,6.08272186355671e-28,1.0009424008671566e-27,1.6854209991904934e-27,2.3673509469169647e-27,3.0411028608734566e-27,3.4950607013957834e-27,4.2208225047350175e-27,5.4160710489439426e-27,-1.1280938459376754e-26,-2.73485756819264e-26,-9.403705498722197e-26,-1.1541533199405122e-25,-1.1778846726789856e-25,-1.5962656202004532e-25,-2.0447623312212807e-25,-7.278209744345325e-26,6.893253806490629e-26,2.130889821352001e-24,1.8688370725758403e-23,3.6769728796607975e-23,6.837014111885645e-23,1.0417246955836149e-22,1.4643925843789888e-22,2.0708237292666742e-22,2.367632219338632e-22
6.73961554541425e-31,2.3735069094963654e-30,5.611603442011535e-30,1.0176635377979327e-29,1.5918830384709959e-29,2.2971250685333872e-29,3.1979747137896284e-29,4.2303403665264884e-29,5.477785120450994e-29,7.134659279448882e-29,2.731551649875718e-28,5.890740512137128e-28,1.0331514966790219e-27,1.5026827845299422e-27,1.778900690088014e-27,1.878314821279359e-27,2.4511541209159194e-27,3.8372856013333346e-27,5.902085214399932e-27,3.519889843231493e-26,9.932472876667116e-26,1.8371506943421137e-25,2.2799089083140808e-25,2.3816904126529133e-25,1.9398029563708108e-25,2.7989692619745143e-25,5.29724097921981e-25,8.387577737217597e-25,2.6092777730609206e-24,-3.150839034171597e-24,-1.3330481356480585e-23,-3.8973035187918127e-23,-4.4032105534158007e-23,-8.622277682419313e-23,-1.424065907605009e-22,-2.2817050146327533e-22
6.606082254624806e-31,2.362659293652033e-30,5.582495413609084e-30,1.0349278220470423e-29,1.5575279898442344e-29,2.2355412348356647e-29,3.0067525760742225e-29,3.918931858625806e-29,4.954211508763591e-29,6.054610807727517e-29,2.090129937346256e-28,5.053941110647581e-28,8.631912324360229e-28,9.453086270072126e-28,1.1184224808617337e-27,1.4006626035482931e-27,1.523131543812815e-27,1.937886200177652e-27,2.3085197448480782e-27,-4.284885988512185e-27,-6.186350159658612e-26,-7.297179115948264e-26,-5.794093072022025e-26,4.2721896555617455e-26,1.431912271118579e-25,1.4672607775168788e-25,-2.749491950352257e-26,-1.1131778366978275e-25,-3.6000950612375e-24,-4.2798143903081854e-24,-1.3343905451432788e-23,-2.0806864399735987e-23,-1.839184184253215e-23,-6.875612536117495e-23,-9.302638357352466e-23,-1.2094697350354744e-22
7.227842938234582e-31,2.8601680748252754e-30,5.924224376799432e-30,1.0807340366931718e-29,1.6201582829584944e-29,2.2029563893198527e-29,2.8268391540730797e-29,3.4005708680295724e-29,4.184233194204324e-29,5.016205719392996e-29,1.447863872903772e-28,2.830368213776703e-28,5.194093556121774e-28,1.025529526881316e-27,1.6304195505430323e-27,2.3884285167020617e-27,2.9889458272224073e-27,3.339400270996721e-27,3.6762910726528124e-27,5.327052367842664e-27,4.391367675276197e-27,-5.757718388174167e-26,-1.3505018376605483e-25,-1.9168048804667825e-25,-1.8919757000119622e-25,-7.945281689374462e-26,4.96439601147428e-26,8.526565291969387e-26,9.245481933754127e-24,1.028888978066742e-23,-6.530044135866597e-24,-7.965000590990144e-24,5.1357441088952335e-24,5.618934987153847e-23,3.571556501076498e-23,-7.0389937905621e-24
6.360597383826937e-31,2.7500150469630857e-30,6.1516541265726145e-30,1.1836962095559612e-29,2.0004396994551582e-29,2.9610763060924557e-29,4.125860752780873e-29,5.410941067680066e-29,6.588253140912431e-29,7.709269475462626e-29,2.7433619011856107e-28,5.177893164192551e-28,8.670061854923077e-28,1.603125650268814e-27,2.229073140082155e-27,2.877513045135556e-27,3.0746850418871236e-27,2.927311410664182e-27,2.219614850957265e-27,-1.370940231102239e-26,-7.888646019594824e-27,2.885209490213341e-26,4.284036213426351e-26,-5.371006733360964e-26,-2.1007386823742595e-25,-3.6155154607651325e-25,-5.126668317958977e-25,-7.2145481925499045e-25,-2.5153456289209928e-24,5.659484106874902e-25,-4.836829655794675e-26,-1.3686261786078333e-23,-1.2133603930347973e-23,-3.8400842057181775e-23,-5.813590278609142e-23,-8.175419852203044e-23
6.670612540656824e-31,2.840641322403984e-30,6.42785173026569e-30,1.0995029429719916e-29,1.6703770591031915e-29,2.316094808799305e-29,3.153961612315913e-29,4.2367972869644605e-29,5.171136739698664e-29,6.262968881310747e-29,2.7446115993289394e-28,7.168545038651701e-28,1.4353648408761492e-27,2.213705534244481e-27,2.8410236255741555e-27,3.6718907710323466e-27,4.675868121557076e-27,5.46912125225815e-27,6.2736276651276964e-27,2.2324640186133087e-26,4.231336258864987e-26,6.654471264241449e-26,9.759744615726211e-26,7.664543352218729e-26,-1.2248728338149937e-25,-2.487389936694614e-25,-2.7125105612551333e-25,-4.152935469376361e-25,-5.1744847379056625e-24,-1.768143393850013e-23,-4.499818293692821e-23,-4.85426303905383e-23,-5.007670949711315e-23,-6.95664501586952e-23,-6.332179577056007e-23,-4.340259338939588e-23
6.787118243203386e-31,2.5394212487699903e-30,5.8573307433524674e-30,1.1024181940468966e-29,1.7557012827727235e-29,2.5761371081435e-29,3.479216869938703e-29,4.388554428419078e-29,5.337659741287156e-29,6.455710310211948e-29,1.7566108723813926e-28,4.433366887849228e-28,6.480224375189461e-28,8.412450483007914e-28,1.2779471696413922e-27,1.8900481307951948e-27,2.7606913080412054e-27,3.62177517139057e-27,4.6700564685011194e-27,1.9569352587493586e-26,1.0085344978545012e-26,-3.713322502606973e-26,-7.003505137150822e-26,-4.173100855598939e-26,7.983673715659604e-26,2.4682855297276684e-25,3.6304536470703738e-25,4.313890048439162e-25,-5.187597516628115e-24,-1.4170314229720483e-23,-2.7101500056100404e-23,-4.744889654296473e-23,-6.139516878123558e-23,-9.855528945838236e-23,-1.5873275671983104e-22,-1.9540249334293158e-22
6.868811731754651e-31,2.587054117145617e-30,5.869330179364212e-30,1.1369055301083007e-29,1.7906392210818222e-29,2.6107588666543243e-29,3.504512879522327e-29,4.5701442916262755e-29,5.944613212015101e-29,7.386202420303684e-29,2.333862857026664e-28,4.977836250214289e-28,8.086840570992715e-28,9.917362799549595e-28,9.695486100618431e-28,1.3937791138895892e-27,1.5755705853494942e-27,1.7348684155319606e-27,2.2899985328678544e-27,8.39283611834286e-27,4.250043066082572e-27,-4.0650455683469345e-26,-8.675562697124915e-26,-2.641671196441546e-25,-4.393721652241635e-25,-6.327474907236612e-25,-8.239392988075672e-25,-9.231098629014214e-25,-6.120173887872216e-25,9.714698391500823e-25,1.9950954020005874e-23,5.476393921190918e-23,1.127355951678506e-22,1.6375760250477552e-22,2.030953672737354e-22,2.9424988883701144e-22
6.887353191649179e-31,2.8929743556724523e-30,6.246047485346504e-30,1.1383131221815288e-29,1.6589939196954588e-29,2.274844699588948e-29,2.87868597592554e-29,3.55555984727099e-29,4.3310534660020576e-29,5.212396599693792e-29,1.671312186761587e-28,3.177470581399522e-28,3.775989925649592e-28,1.8679243826126512e-28,-1.8510523743329236e-28,-6.090471418861999e-28,-1.2300358519050383e-27,-2.040900528455652e-27,-3.317050551064512e-27,-1.4696885537448496e-26,-3.8626022266741493e-26,-3.814972635441566e-26,3.400877916986544e-27,1.0562450567932358e-25,3.4078014781267604e-25,5.122747491422338e-25,6.87569987629457e-25,9.263376891728833e-25,1.3899681168867847e-24,7.350909718279078e-24,3.9382542329594246e-23,8.713030231944655e-23,9.221957077226586e-23,5.728609845270605e-23,-3.7860705373702674e-24,-4.8055881137372904e-23
