2.959865229861859e-31,7.379320420754012e-30,7.934469701436198e-30,-7.86946493029452e-30,-5.65143127574368e-29,-9.930754328480994e-29,-1.6931002271005362e-28,-2.0386911971795313e-28,-2.813128098582968e-28
1.0450816481983598e-30,-2.2590625626052583e-30,-1.2761517631979468e-29,-3.647232997679705e-29,-3.5688376910549324e-29,-1.6729581009923474e-29,-1.4191565808854112e-29,8.326716632048232e-30,1.3222505616998258e-28
-7.1630590095233415e-31,-3.411221465330422e-30,1.5259098536718497e-29,2.2368476658408459e-29,1.240185795127344e-29,-4.7502369649940336e-30,-1.5959955714673828e-30,7.025978850532691e-30,6.79128135219894e-29
-1.3668331022267128e-30,-7.025227156222894e-30,4.4439801408846744e-30,1.1278480597939378e-29,3.823079291282742e-29,6.599088716026716e-29,7.748857551275472e-29,1.2785593633733827e-28,2.330661721948955e-28
3.8573870862918354e-31,-4.779848278923585e-31,-7.470900446300371e-31,-3.542780028852444e-30,-8.710545116175897e-30,-2.615791865043188e-29,-1.2708809884305361e-29,-2.013632908265307e-29,-6.635989382509969e-30
-1.74893497874342e-31,5.565779487488123e-30,2.940031282165522e-29,7.491307939919647e-29,1.1930281852767628e-28,2.1636821639110627e-28,3.6670879397399995e-28,5.165984711618459e-28,5.869729824932867e-28
-2.194917140316466e-31,-3.0708730411137083e-30,-1.7479143740319318e-29,-9.818025329010012e-30,-1.6377213386548967e-29,-5.194473766605975e-29,-8.011731069394853e-29,-1.054161268774852e-28,-8.389903564434115e-29
-2.1947303419369764e-30,-2.1415637640778822e-30,-1.635741924004231e-29,-3.225660241316712e-29,-4.312715045924914e-29,-7.699244486515139e-29,-1.1246707646457758e-28,-1.3475799808692944e-28,-2.2484985377010653e-28
-5.649884963085847e-31,-2.5738089589321537e-30,-7.39789578549393e-30,2.2530453752219263e-30,-5.7561333183305724e-30,-2.6633490441800304e-29,-4.646639537257842e-30,3.482195573324709e-29,9.979868411282145e-29
-7.5813117779423e-31,5.531366562153081e-30,1.5503610857463662e-29,3.6375721226495556e-29,6.295073974134627e-29,8.570942340633536e-29,8.563849412820867e-29,5.68059075321764e-29,2.329420004408958e-29
1.8034478298155753e-30,8.428840750994148e-30,3.618998164364053e-29,6.27652274040784e-29,1.0694504953435601e-28,1.5920535442768525e-28,1.292959163611048e-28,1.2690039525341137e-28,1.4038408086391683e-28
9.073709215019274e-31,3.940064886200594e-30,1.7332148647201895e-29,2.5606594078019677e-29,2.3666699194308624e-29,-1.134328318221095e-29,-6.305077196740063e-29,-8.001161822943515e-29,-1.3012670365648659e-28
-5.691379185033648e-31,-3.367629730944095e-30,-1.554036746523871e-29,-2.298446748600115e-29,-4.04516903026556e-29,-5.977958533586994e-29,-8.760671846579007e-29,-1.2851112264262962e-28,-1.9912116885780947e-28
