3.1970966206105254e-30,1.0511990334410084e-29,1.9965282114259654e-29,3.348365664146674e-29,4.4271522493802743e-29,5.282007411261153e-29,5.965846249570252e-29,6.508518966507852e-29,6.529632952753422e-29,6.634024554689919e-29,-1.1310932515625353e-29,5.0044014259347105e-29,-1.8690259398719243e-29,-6.5099361584980465e-28,-2.446736341809015e-27,-4.192954148777569e-27,-7.787350164193972e-27,-1.1622417213934134e-26,-1.506486793631709e-26,-7.280430304622383e-26,-2.379573683047446e-25,-4.884712839832278e-25,-6.874329753428026e-25,-1.0195714323691365e-24,-1.3691728461247585e-24,-1.632983819095697e-24,-1.7421264883905682e-24,-1.9416127153104238e-24,-5.320980486281421e-24,-1.4483486176294644e-23,-5.277452145634387e-23,-4.549973260045771e-23,2.8832079634930165e-23,-9.882112179419884e-23,-3.2495042978661704e-22,-5.018726581598327e-22,-6.741175689275928e-22,4.687620859645886e-23,-1.3282025625804894e-20,-1.770997318592325e-20,-2.823164922517005e-20,-8.945679427570203e-20,-1.8481817687114686e-19,-3.0354891349722904e-19,-4.024060334226118e-19
3.131466060281787e-30,9.790037672751429e-30,1.7944834922278846e-29,2.5093915408644093e-29,3.1132874156506267e-29,3.762556202198592e-29,4.290410437992752e-29,4.4828151716975514e-29,4.484456014755693e-29,4.0704131856050396e-29,7.728177924338965e-29,4.129656604867501e-28,1.2955905076201702e-27,1.097656884996113e-27,-2.7042032346650557e-28,-2.2189474589024915e-27,-3.395045355106271e-27,-3.947727357471665e-27,-4.831707246456202e-27,-3.8717968194911205e-26,-9.912210665209719e-26,-2.8784839668658005e-26,-8.136850930519453e-27,3.665206082364464e-27,1.087532622523719e-25,4.716719048668131e-26,7.185049943173596e-26,-3.518470391685861e-25,-9.606628911779933e-24,-5.361045674860288e-23,-8.653799056080489e-23,-1.7836935741138703e-22,-3.4534900116611077e-22,-4.249814725697237e-22,-4.764471093125177e-22,-7.0979484295916895e-22,-9.909053595581978e-22,-9.897577722526169e-21,-1.9287146351658873e-20,-3.274411500795933e-20,-3.4352120932921347e-20,-8.084727200685284e-20,-1.5362707455758956e-19,-2.1967903746375875e-19,-2.6999389461963613e-19
3.346582201730672e-30,1.0516161302010729e-29,1.8018612130074834e-29,2.5149898068990686e-29,3.006120356011592e-29,3.8699822859505907e-29,4.475928394594492e-29,5.17654071250385e-29,5.622120877634323e-29,5.880628376865149e-29,1.9939477643996146e-28,7.539701014861371e-28,1.726302596336378e-27,1.6050620715454194e-27,5.605000022938714e-28,-8.923028071561476e-28,-1.9793763147628585e-27,-2.048400439389208e-27,-1.9274442454611627e-27,-7.703420091028041e-27,2.928502109237018e-26,2.0054827336686433e-25,2.9369028916027143e-25,2.881169027119027e-25,4.887476906245644e-25,9.017832044392876e-25,1.4527697918863471e-24,1.6614987234239712e-24,4.897446656998009e-25,-4.342649926093518e-23,-3.525849472809645e-23,-7.239459943115553e-23,-1.9831998531760648e-22,-2.2688897327546627e-22,-2.703132196376611e-22,-4.584838548423204e-22,-6.703198880087258e-22,-9.410653771491774e-21,-1.602432111033277e-20,-2.3324852621088888e-20,-1.8594765129267192e-20,-5.843421803503922e-20,-1.4239064252170683e-19,-2.1626508257230274e-19,-2.675691784316534e-19
2.8111258219346232e-30,9.453027522015276e-30,1.9528860570609298e-29,2.688625502213176e-29,3.4312547434985e-29,4.4356965940360105e-29,5.461468584137557e-29,6.522916301577776e-29,7.727821779317995e-29,8.988506103055393e-29,3.546540502073861e-28,8.43440205600438e-28,1.3255390214647921e-27,1.072417540219239e-27,-2.6409999340294505e-28,-1.1220466031429542e-27,-2.0201151899070145e-27,-2.6334080533350147e-27,-1.935625870928149e-27,5.7034263165123735e-27,2.513390014992282e-25,4.672677746828423e-25,5.858656793720868e-25,4.4620162649745935e-25,4.294611429153852e-25,3.0733027486992297e-25,-2.879608957113548e-26,-1.380843941309635e-25,9.71790416361862e-25,-1.746165419740582e-23,-5.50579257036233e-23,-1.4048061880309995e-22,-2.375863714698867e-22,-3.452812486833763e-22,-4.855720289243312e-22,-7.13355049915027e-22,-8.998735267296627e-22,2.0251142718062718e-21,2.7692175075501583e-21,-5.951730302300225e-22,-3.473842032949451e-21,2.823250208940327e-21,1.9423142208869222e-21,3.143891211906313e-20,5.971227151771534e-20
3.2830603619206435e-30,1.0323717133751572e-29,1.9963607527389984e-29,2.910662527640595e-29,4.079003398562615e-29,4.9925248055449987e-29,6.309660196662764e-29,7.881186246653278e-29,9.988124957982244e-29,1.176326448501484e-28,2.832222247418045e-28,1.0129368417592579e-27,2.8995648330289666e-27,6.119960227865025e-27,9.675963715511511e-27,1.3245737540345608e-26,1.5533513564518915e-26,1.622026848933516e-26,1.6839511352168764e-26,-5.9873584604832074e-27,-1.1859169793486646e-25,-1.1131951483044599e-25,4.7624506373570825e-26,1.119136390076893e-25,-5.602213793651787e-25,-1.9398084962539956e-24,-2.5525258176248003e-24,-3.234925849619059e-24,-1.0295459150928881e-23,-5.371301143987703e-23,-7.828808147163179e-23,-1.452044302607124e-22,-2.9315968843285934e-22,-4.8635717264362295e-22,-8.643900100658022e-22,-1.2039901971311088e-21,-1.5094876845966122e-21,4.258201757150094e-21,1.815556198672194e-20,1.7626596783702968e-20,9.125502953801535e-21,1.0052095281011221e-20,-1.7120015014623113e-20,-4.955386998816261e-20,-1.66240473483477e-20
3.0249525560951868e-30,8.862950404710676e-30,1.8483871039957048e-29,2.615663951393968e-29,3.422533314641494e-29,4.4963274997103925e-29,5.689934985069115e-29,6.939920939976195e-29,7.983066576704566e-29,9.428560771127079e-29,3.9155005058038095e-28,9.533350729691487e-28,1.3940705431902646e-27,2.0561291232884464e-27,1.885177116930472e-27,6.289473274889593e-28,1.2860204069189243e-29,-2.8029583740479945e-27,-5.020522740401837e-27,1.742322411384555e-26,1.6945424626044163e-25,3.042895078172973e-25,5.209143146008825e-25,6.305029965270241e-25,1.105192660438569e-24,8.160395016219378e-25,-6.543617093749449e-27,-5.405315069710345e-25,1.6641719726686907e-23,5.517768633823662e-23,-7.580324869000433e-24,-9.663929629724729e-23,-2.3461331442704e-22,-3.1390812343565026e-22,-2.5674870125705546e-22,-2.7210744890271635e-22,-1.4154505527953787e-22,1.2084418592642655e-21,-1.3126685607114509e-21,-1.2078297408670207e-20,-1.0111679599041648e-20,-4.5342336316901505e-20,-1.2284294968720492e-19,-2.257318371733756e-19,-3.203817286448713e-19
3.2937331343186565e-30,9.661814075216921e-30,1.7168343205365776e-29,2.5229112788413622e-29,3.495949986994136e-29,4.9202050149122505e-29,6.12584418051731e-29,7.279691620641368e-29,8.515361973729931e-29,1.0295776839514324e-28,4.80598652209815e-28,9.917541410770277e-28,1.7256108909557708e-27,2.9469717824309873e-27,4.142247484166194e-27,6.019030941562248e-27,8.64693470158507e-27,1.0196213193998563e-26,1.0605782381436207e-26,1.4343663673008852e-26,3.5327413155348833e-26,1.2226644851462404e-25,1.668998656547549e-26,-6.431680228366633e-26,-2.9162837944582045e-25,-3.552124659507251e-25,-1.1803133546192758e-25,2.6566834291996133e-25,-1.9579773222522062e-23,-5.56932308807142e-23,-7.077544720526384e-23,-1.989630663235148e-23,2.3777407551691286e-22,5.138361787018941e-22,8.396780351209405e-22,1.1569841925710316e-21,1.6386981460793442e-21,1.2790229842167107e-20,3.4689818637296686e-20,6.560480867263394e-20,1.1213619918557651e-19,1.806544121349818e-19,2.1962834443779653e-19,3.0155976520702883e-19,4.153088049883654e-19
3.2529412333638876e-30,1.0271783476784256e-29,1.9845659905425257e-29,2.8679357416161295e-29,3.8357111665543134e-29,4.887581227234725e-29,6.349644351423995e-29,7.934494859899532e-29,9.669969945979181e-29,1.1221810474562378e-28,4.489542945287633e-28,9.462966134672559e-28,1.665076584203554e-27,2.3961236024549612e-27,2.8602655131620793e-27,4.348298388391906e-27,7.018529823497229e-27,9.474008600549072e-27,1.1152168988441516e-26,4.1188246622820365e-26,1.3936614284765797e-25,3.867395959040498e-25,5.078440694420396e-25,6.506487415972041e-25,5.4330771427124445e-25,5.708964611243343e-25,7.129985381485648e-25,6.078150928620411e-25,-2.8671635608341227e-23,-6.551245934566745e-23,-9.956910456892534e-23,-9.037218216377002e-23,5.323115576133749e-23,2.205579779446946e-22,4.419765427145463e-22,7.099169618157545e-22,1.149496294370344e-21,1.1253427717575447e-20,3.027423141056784e-20,6.375846747732907e-20,1.0673513296223007e-19,1.5952255698854722e-19,1.9177311980495996e-19,2.733798571625717e-19,4.121376549075934e-19
3.082368514918289e-30,9.830496987428116e-30,1.7253451508873754e-29,2.4134648605829082e-29,3.0380432986851054e-29,3.947860322588914e-29,4.7921628810274743e-29,5.413801712857929e-29,5.190068983895517e-29,5.70669527124517e-29,2.131431874184334e-28,7.488176331660702e-28,1.6046877192281484e-27,1.3429531982547383e-27,3.3390562724970434e-29,-1.094120147808142e-27,-1.5254740272371298e-27,-1.4772374616351857e-27,-1.0830405270048179e-27,2.9578177498872565e-26,1.3461380689789345e-25,1.198974224640736e-25,-2.4192387566327686e-25,-7.545834191397244e-25,-1.418938256523638e-24,-2.226333127823658e-24,-3.301212167384636e-24,-4.500694587732828e-24,-5.6851284683788596e-24,5.796985298740382e-23,1.503772846355064e-22,3.2198784233231157e-22,5.946274452130505e-22,7.806705777726582e-22,9.714008647587666e-22,1.2147428012493089e-21,1.622416457927072e-21,1.2388857571946088e-20,2.0010223862446127e-20,3.780896643651932e-20,9.009953328626456e-20,1.413286221696938e-19,2.522130548026916e-19,4.181133775629424e-19,5.233854177993907e-19
3.21874353560192e-30,8.93364389013124e-30,1.7323609620191957e-29,2.8232128260514194e-29,3.970539953551619e-29,5.0054825599449835e-29,6.321134281254381e-29,6.61886434966938e-29,6.619364557467096e-29,5.770138908083752e-29,1.5411070300596263e-28,5.460598123026525e-28,1.0439901784331886e-27,2.0127060165772397e-27,2.8428641269290423e-27,3.907740859929822e-27,4.103747931766763e-27,1.5065229213709392e-27,-2.446613380298759e-27,-5.112258922969256e-27,-4.8908096967524483e-26,-7.601143181344325e-26,-1.4109922429659775e-25,-3.7119851480902484e-25,-2.2100510020021403e-25,1.4054201389686704e-25,7.338008368290584e-25,1.3792949647642047e-24,5.865388946166828e-24,-5.030385112147173e-24,4.8849901493485774e-23,1.8521870668666055e-22,2.3442039391108447e-22,2.4343316056273312e-22,1.8344086960527465e-22,6.304576533722672e-23,-2.261379995872301e-22,-3.641441499348021e-21,-1.0918669270289899e-20,5.11620776261843e-21,1.306655007324647e-20,-3.420262104173993e-21,-5.940590180135333e-20,-1.493576133675897e-19,-2.464431485010712e-19
3.362441562074887e-30,9.75112058225104e-30,1.7799605614626113e-29,3.053623615724243e-29,4.4094832010586744e-29,5.440597337288222e-29,6.596301131296757e-29,6.9834336043764e-29,6.578149948614113e-29,5.350679477344475e-29,1.282622020298941e-28,3.354023621278837e-28,4.484528053608991e-28,1.2173875375024164e-27,1.775327108621608e-27,2.564892077308968e-27,2.2712615703364852e-27,-6.483624703468513e-28,-5.4329984228138824e-27,1.4556040144496106e-26,-3.9537466922178853e-26,-2.0675265647038295e-27,1.1907176806419905e-26,-2.5601576658964423e-25,-1.8085585282454187e-25,3.5523535575177615e-25,1.086727044184184e-24,1.8836311640550296e-24,6.231157886037125e-24,6.2910483041449366e-24,5.537101310407857e-23,2.2008546818989675e-22,3.323988946195566e-22,3.94433785892911e-22,2.9548538054863104e-22,1.6635937841436993e-22,-1.8058087551620707e-22,-3.229587393374096e-21,-1.004266922119233e-20,4.9196144260792044e-21,5.8678284905327474e-21,-1.8422924892692434e-20,-5.85459836453488e-20,-1.2017848009875926e-19,-1.610123866214455e-19
3.453684248420874e-30,1.0586283491560001e-29,2.1944395093960025e-29,3.209272472941704e-29,4.337066364228581e-29,5.560414561887492e-29,6.975728458338878e-29,8.672668728738646e-29,1.0380544588720041e-28,1.1854971495616744e-28,8.108499484198919e-29,5.928564152640464e-29,4.118776347406737e-28,-5.92318684678068e-29,-1.1769526394148079e-27,-4.0882118351377734e-27,-5.914765159487524e-27,-8.940171518911648e-27,-1.239507726616194e-26,-2.9032232011865213e-26,-1.6177466614165804e-25,-3.98889166926778e-25,-6.813766874992851e-25,-6.086538054748899e-25,-3.7933278796555434e-25,-7.965883722771473e-25,-1.2644838013701608e-24,-1.944473285421339e-24,-1.868114148096959e-23,-3.3718749127614697e-23,1.0527523601008298e-24,2.970969932594023e-23,2.4262816517861853e-22,3.8702455343267097e-22,3.616900931869723e-22,3.9292416130329317e-22,4.428353917654711e-22,7.462133485830228e-21,2.0635188217524496e-20,2.3933195717268933e-20,-1.6528391113275765e-21,-6.842882259138267e-21,-1.711415510449452e-20,-5.4097717408082314e-20,-3.6197536818686106e-20
2.791847800399137e-30,9.201092721899888e-30,1.7194152608596447e-29,2.6408125160408877e-29,3.5397053234062795e-29,4.5190584625665906e-29,5.391416250103638e-29,6.130962567415676e-29,7.215963470632783e-29,7.255016333155891e-29,-3.4345588166408593e-29,-2.4673288892755793e-28,-2.7313026550128277e-28,-1.1054876873817263e-27,-2.6739230556594032e-27,-4.186436105098425e-27,-4.7158783967003045e-27,-6.4003718868163e-27,-8.946636764154855e-27,-9.466296581920313e-26,-2.2727374845148516e-25,-2.8138193986750565e-25,-3.5487314287680624e-25,4.536044136874793e-26,4.841871730614453e-25,3.200915982268972e-25,2.0408935067215992e-25,4.72310590484724e-25,7.680388045769159e-24,-8.417961274605322e-24,-3.7532653980283267e-23,-1.253628454022377e-22,-2.546533658019542e-22,-3.440665009027034e-22,-4.366223916504297e-22,-4.095071234370248e-22,-4.3791773209952155e-22,5.100094954360914e-22,-1.8057621037937443e-21,-1.7092515617749213e-21,-2.3781502246067522e-20,-8.425016972055568e-20,-1.5194392847872866e-19,-2.297421363074999e-19,-3.0539411783482667e-19
